Date,PortfolioDailyYield
2016-07-29,-0.0025385686421016684
2016-08-01,-0.0025304826256795643
2016-08-02,0.0008830290490593473
2016-08-03,0.0016892111796174003
2016-08-04,0.002049181867826322
2016-08-05,0.00038886685316419367
2016-08-08,0.0028100764165375214
2016-08-09,0.0016978072635496222
2016-08-10,0.00034818293435301406
2016-08-11,-0.00063460182618158
2016-08-12,0.00315313543851814
2016-08-15,0.009121062203699903
2016-08-16,0.0014389714638765039
2016-08-17,-0.000426098247570339
2016-08-18,0.001165030718213611
2016-08-19,-0.00036087781042892786
2016-08-22,-0.0034594253612210135
2016-08-23,-0.0012591328585787043
2016-08-24,-0.001218325465811354
2016-08-25,-0.00022791740284988649
2016-08-26,0.0015453375814800108
2016-08-29,0.0003412549751509175
2016-08-30,-0.0002643193187303883
2016-08-31,0.00032917240425645033
2016-09-01,0.03767153147452951
2016-09-02,-0.0006920083066848104
2016-09-05,0.001151940156387088
2016-09-06,0.0014819590036732055
2016-09-07,-0.0011069246843952163
2016-09-08,0.0005050283546914613
2016-09-09,-0.0007793286932330501
2016-09-12,-0.003966584583448118
2016-09-13,-5.20424209481396e-05
2016-09-14,-0.0006460793597659054
2016-09-19,0.00213643470054925
2016-09-20,0.000458611008927301
2016-09-21,-0.0003839998785696297
2016-09-22,0.0022740038844506483
2016-09-23,0.0007807478861088235
2016-09-26,-0.003601839031596721
2016-09-27,0.0008748860423393179
2016-09-28,-0.00016148452000286362
2016-09-29,0.0005698666214486448
2016-09-30,0.001695436780487336
2016-10-10,0.005928348140258999
2016-10-11,0.0010271329128588302
2016-10-12,-0.00013585416007266815
2016-10-13,2.9090990303792807e-05
2016-10-14,0.000748279281657771
2016-10-17,-0.0004208656375087605
2016-10-18,0.003771761657504147
2016-10-19,6.793004240246425e-05
2016-10-20,0.0013704275832200352
2016-10-21,-0.007220469155259535
2016-10-24,0.0036970251563366308
2016-10-25,0.0026131664566180213
2016-10-26,-0.00442250949812506
2016-10-27,-0.0011209860324020715
2016-10-28,0.0002736541130343717
2016-10-31,-0.0007033458065364151
2016-11-01,0.0002775165751167652
2016-11-02,-0.0033714900280870097
2016-11-03,0.0008659886423052487
2016-11-04,-0.0001672108952192053
2016-11-07,0.003759555969120587
2016-11-08,-0.0011861261299125347
2016-11-09,0.0009186135083969482
2016-11-10,0.001408907472657761
2016-11-11,0.005874909644377535
2016-11-14,0.004171135088973932
2016-11-15,-0.002915717799008899
2016-11-16,-4.988730363819638e-05
2016-11-17,-0.0014796211401520987
2016-11-18,-0.002427192067283812
2016-11-21,9.339640326033738e-05
2016-11-22,0.005261196629166243
2016-11-23,-0.0019043274985581782
2016-11-24,0.0019046785734835314
2016-11-25,0.002890076365684058
2016-11-28,0.0016168346161100633
2016-11-29,-0.004421346828700101
2016-11-30,-0.0046853804571233
